ID,date,history,reopenings,comments,numWords,score1,score2
ZEPPELIN-1815,2016-12-14,"Date: 2017-01-03T19:24:49.549-08:00, From: Open To: Resolved",0,25,1203,3,-3
ZEPPELIN-1814,2016-12-14,,0,0,2,1,-1
ZEPPELIN-1813,2016-12-14,,0,0,2,1,-1
ZEPPELIN-1812,2016-12-14,"Date: 2017-01-06T23:01:56.834-08:00, From: Open To: ResolvedDate: 2017-01-06T23:02:04.067-08:00, From: Resolved To: Closed",0,19,1526,1,-2
ZEPPELIN-1811,2016-12-14,"Date: 2016-12-30T13:46:04.655-08:00, From: Open To: Resolved",0,7,317,3,-3
ZEPPELIN-1810,2016-12-14,"Date: 2016-12-19T10:05:05.618-08:00, From: Open To: ResolvedDate: 2017-01-03T00:49:45.634-08:00, From: Resolved To: Closed",0,9,457,2,-2
ZEPPELIN-1809,2016-12-14,,0,0,2,1,-1
ZEPPELIN-1808,2016-12-14,"Date: 2017-03-04T17:35:54.994-08:00, From: Open To: Resolved",0,8,697,2,-2
ZEPPELIN-1807,2016-12-14,"Date: 2016-12-14T03:40:42.093-08:00, From: Open To: In ProgressDate: 2016-12-21T02:03:01.433-08:00, From: In Progress To: Resolved",0,1,66,1,-1
ZEPPELIN-1806,2016-12-13,,0,1,32,1,-1
ZEPPELIN-1805,2016-12-13,,0,0,2,1,-1
ZEPPELIN-1804,2016-12-13,"Date: 2016-12-17T07:55:19.964-08:00, From: Open To: ResolvedDate: 2016-12-26T22:13:25.880-08:00, From: Resolved To: Closed",0,19,1261,2,-3
ZEPPELIN-1803,2016-12-13,,0,0,2,1,-1
ZEPPELIN-1802,2016-12-13,"Date: 2016-12-13T09:27:32.626-08:00, From: Open To: In Progress",0,0,2,1,-1
ZEPPELIN-1801,2016-12-13,"Date: 2016-12-19T19:38:56.099-08:00, From: Open To: Resolved",0,4,262,2,-2
ZEPPELIN-1800,2016-12-13,"Date: 2016-12-14T18:52:00.813-08:00, From: Open To: Resolved",0,5,224,2,-2
ZEPPELIN-1799,2016-12-13,"Date: 2017-05-16T04:56:48.292-07:00, From: Open To: Resolved",0,10,289,2,-3
ZEPPELIN-1798,2016-12-13,"Date: 2016-12-17T07:55:44.971-08:00, From: Open To: Resolved",0,6,403,2,-2
ZEPPELIN-1797,2016-12-13,,0,3,268,2,-1
ZEPPELIN-1796,2016-12-12,"Date: 2016-12-19T18:17:23.615-08:00, From: Open To: Resolved",0,10,522,3,-2
ZEPPELIN-1795,2016-12-12,"Date: 2017-02-17T20:11:41.858-08:00, From: Open To: Resolved",0,6,117,1,-1
ZEPPELIN-1794,2016-12-12,"Date: 2016-12-12T20:35:58.363-08:00, From: Open To: Closed",0,0,2,1,-1
ZEPPELIN-1793,2016-12-12,,0,2,98,2,-1
