ID,history,reopenings,comments,score1,score2
ZOOKEEPER-2756,"Date: 2017-06-09T10:40:35.732-07:00, From: Open To: In ProgressDate: 2017-08-10T11:37:46.909-07:00, From: In Progress To: Resolved",0,30,2,-3
ZOOKEEPER-2755,"Date: 2017-07-10T08:19:53.533-07:00, From: Open To: In ProgressDate: 2017-08-25T08:03:53.086-07:00, From: In Progress To: OpenDate: 2018-01-17T00:02:27.848-08:00, From: Open To: Resolved",1,39,3,-3
ZOOKEEPER-2754,"Date: 2017-04-13T14:29:23.543-07:00, From: Open To: Resolved",0,1,1,-1
ZOOKEEPER-2753,,0,4,2,-2
ZOOKEEPER-2752,,0,0,1,-1
ZOOKEEPER-2751,,0,1,2,-1
ZOOKEEPER-2750,,0,5,4,-3
ZOOKEEPER-2749,"Date: 2017-04-08T15:57:09.657-07:00, From: Open To: Resolved",0,8,3,-2
ZOOKEEPER-2748,"Date: 2017-04-07T12:37:04.220-07:00, From: Open To: Patch Available",0,10,2,-1
ZOOKEEPER-2747,"Date: 2017-04-17T16:58:20.607-07:00, From: Open To: Resolved",0,5,3,-2
ZOOKEEPER-2746,"Date: 2017-04-04T17:03:09.404-07:00, From: Open To: Resolved",0,8,1,-2
ZOOKEEPER-2745,,0,2,2,-4
ZOOKEEPER-2744,"Date: 2017-04-08T15:13:35.352-07:00, From: Open To: ResolvedDate: 2017-04-08T15:14:19.055-07:00, From: Resolved To: ReopenedDate: 2017-04-17T17:03:09.014-07:00, From: Reopened To: Resolved",1,12,3,-2
ZOOKEEPER-2743,"Date: 2017-04-10T10:20:14.853-07:00, From: Open To: Resolved",0,10,3,-2
ZOOKEEPER-2742,"Date: 2017-04-07T02:52:39.584-07:00, From: Open To: Patch AvailableDate: 2017-04-29T11:20:11.172-07:00, From: Patch Available To: Resolved",0,10,1,-2
ZOOKEEPER-2741,,0,0,1,-1
ZOOKEEPER-2740,"Date: 2017-07-20T10:42:48.443-07:00, From: Open To: Resolved",0,1,1,-1
ZOOKEEPER-2739,,0,3,2,-1
ZOOKEEPER-2738,"Date: 2017-04-04T10:56:39.063-07:00, From: Open To: Patch Available",0,4,1,-2
ZOOKEEPER-2737,"Date: 2017-03-27T10:32:20.061-07:00, From: Open To: ResolvedDate: 2017-05-17T20:43:58.616-07:00, From: Resolved To: Closed",0,10,2,-3
ZOOKEEPER-2736,,0,39,3,-3
ZOOKEEPER-2735,"Date: 2017-03-23T10:22:40.994-07:00, From: Open To: Resolved",0,8,2,-2
ZOOKEEPER-2734,"Date: 2017-03-27T20:49:02.635-07:00, From: Open To: ResolvedDate: 2017-05-17T20:44:03.252-07:00, From: Resolved To: Closed",0,8,3,-2
ZOOKEEPER-2733,"Date: 2017-05-24T07:57:25.332-07:00, From: Open To: Resolved",0,31,3,-2
ZOOKEEPER-2732,"Date: 2017-05-21T21:26:11.192-07:00, From: Open To: Resolved",0,14,3,-3
ZOOKEEPER-2731,"Date: 2017-05-24T09:17:38.849-07:00, From: Open To: Resolved",0,32,3,-3
ZOOKEEPER-2730,"Date: 2017-06-19T03:29:08.555-07:00, From: Open To: Resolved",0,16,2,-2
ZOOKEEPER-2729,"Date: 2017-04-08T15:31:57.343-07:00, From: Open To: Resolved",0,8,3,-2
ZOOKEEPER-2728,"Date: 2017-06-19T03:36:45.465-07:00, From: Open To: Resolved",0,5,2,-2
ZOOKEEPER-2727,"Date: 2017-09-15T05:39:50.350-07:00, From: Open To: In ProgressDate: 2017-10-04T15:09:07.631-07:00, From: In Progress To: Patch AvailableDate: 2018-03-23T07:42:33.222-07:00, From: Patch Available To: OpenDate: 2018-03-23T07:43:11.892-07:00, From: Open To: Resolved",1,6,3,-2
ZOOKEEPER-2726,"Date: 2017-03-16T13:01:13.194-07:00, From: Open To: ResolvedDate: 2017-03-31T02:01:12.029-07:00, From: Resolved To: Closed",0,11,2,-2
ZOOKEEPER-2725,"Date: 2017-03-21T09:50:14.534-07:00, From: Open To: Resolved",0,19,3,-2
ZOOKEEPER-2724,"Date: 2017-03-17T07:59:18.823-07:00, From: Open To: ResolvedDate: 2017-05-17T20:44:03.767-07:00, From: Resolved To: Closed",0,4,2,-2
ZOOKEEPER-2723,,0,1,1,-1
